15	16	17	18	19	20	21	22	23	24	6	7	8	9	10	11	12	13	14
DarkGray	Diamond	Hat	DarkGreen	UpArrow	Hat	DarkGreen	Hat	DarkBlue	DarkRed	Nail	Spade	UpArrow	DarkRed	Hat	LightTurquiose	UpArrow	DarkBlue	Spade
DarkGray	Diamond	Hat	DarkGreen	UpArrow	Hat	DarkGreen	Hat	DarkBlue	DarkRed	Nail	Spade	UpArrow	DarkRed	Hat	LightTurquiose	UpArrow	DarkBlue	Spade
DarkGray_Choice	Diamond_Choice	Hat_Choice	DarkGreen_Choice	UpArrow_Choice	Hat_Choice	DarkGreen_Choice	Hat_Choice	DarkBlue_Choice	DarkRed_Choice	Nail_Choice	Spade_Choice	UpArrow_Choice	DarkRed_Choice	Hat_Choice	LightTurquiose_Choice	UpArrow_Choice	DarkBlue_Choice	Spade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Nail	Nail	DarkBlue	DarkGray	Rabbit	Bar	DarkGreen	Hat	Hat	Bar	Spade	Nail	DarkBlue	LightTurquiose	Nail	LightPurple	Rabbit	LightPurple	LightYellow
Nail	Nail	DarkBlue	DarkGray	Rabbit	Bar	DarkGreen	Hat	Hat	Bar	Spade	Nail	DarkBlue	LightTurquiose	Nail	LightPurple	Rabbit	LightPurple	LightYellow
Nail	Nail	DarkBlue	DarkGray	Rabbit	Bar	DarkGreen	Hat	Hat	Bar	Spade	Nail	DarkBlue	LightTurquiose	Nail	LightPurple	Rabbit	LightPurple	LightYellow
Nail_Choice	Nail_Choice	DarkBlue_Choice	DarkGray_Choice	Rabbit_Choice	Bar_Choice	DarkGreen_Choice	Hat_Choice	Hat_Choice	Bar_Choice	Spade_Choice	Nail_Choice	DarkBlue_Choice	LightTurquiose_Choice	Nail_Choice	LightPurple_Choice	Rabbit_Choice	LightPurple_Choice	LightYellow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkRed	DarkBlue	UpArrow	DarkRed	Bar	DarkGray	DarkRed	DarkBlue	DarkRed	LightYellow	LightPurple	Nail	Rabbit	Rabbit	LightYellow	Spade	DarkGreen	Rabbit	LightYellow
DarkRed	DarkBlue	UpArrow	DarkRed	Bar	DarkGray	DarkRed	DarkBlue	DarkRed	LightYellow	LightPurple	Nail	Rabbit	Rabbit	LightYellow	Spade	DarkGreen	Rabbit	LightYellow
DarkRed	DarkBlue	UpArrow	DarkRed	Bar	DarkGray	DarkRed	DarkBlue	DarkRed	LightYellow	LightPurple	Nail	Rabbit	Rabbit	LightYellow	Spade	DarkGreen	Rabbit	LightYellow
DarkRed_Choice	DarkBlue_Choice	UpArrow_Choice	DarkRed_Choice	Bar_Choice	DarkGray_Choice	DarkRed_Choice	DarkBlue_Choice	DarkRed_Choice	LightYellow_Choice	LightPurple_Choice	Nail_Choice	Rabbit_Choice	Rabbit_Choice	LightYellow_Choice	Spade_Choice	DarkGreen_Choice	Rabbit_Choice	LightYellow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightPurple	DarkBlue	Spade	Spade	Diamond	Spade	LightPurple	DarkBlue	LightYellow	Diamond	DarkRed	LightPurple	LightPurple	Nail	Nail	DarkGreen	DarkBlue	LightYellow	Rabbit
LightPurple	DarkBlue	Spade	Spade	Diamond	Spade	LightPurple	DarkBlue	LightYellow	Diamond	DarkRed	LightPurple	LightPurple	Nail	Nail	DarkGreen	DarkBlue	LightYellow	Rabbit
LightPurple	DarkBlue	Spade	Spade	Diamond	Spade	LightPurple	DarkBlue	LightYellow	Diamond	DarkRed	LightPurple	LightPurple	Nail	Nail	DarkGreen	DarkBlue	LightYellow	Rabbit
LightPurple_Choice	DarkBlue_Choice	Spade_Choice	Spade_Choice	Diamond_Choice	Spade_Choice	LightPurple_Choice	DarkBlue_Choice	LightYellow_Choice	Diamond_Choice	DarkRed_Choice	LightPurple_Choice	LightPurple_Choice	Nail_Choice	Nail_Choice	DarkGreen_Choice	DarkBlue_Choice	LightYellow_Choice	Rabbit_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Hat	LightTurquiose	LightTurquiose	Spade	DarkBlue	DarkGray	Hat	LightYellow	LightYellow	LightYellow	DarkRed	DarkBlue	DarkGreen	LightTurquiose	Diamond	Hat	Diamond	LightTurquiose	UpArrow
Hat	LightTurquiose	LightTurquiose	Spade	DarkBlue	DarkGray	Hat	LightYellow	LightYellow	LightYellow	DarkRed	DarkBlue	DarkGreen	LightTurquiose	Diamond	Hat	Diamond	LightTurquiose	UpArrow
Hat	LightTurquiose	LightTurquiose	Spade	DarkBlue	DarkGray	Hat	LightYellow	LightYellow	LightYellow	DarkRed	DarkBlue	DarkGreen	LightTurquiose	Diamond	Hat	Diamond	LightTurquiose	UpArrow
Hat_Choice	LightTurquiose_Choice	LightTurquiose_Choice	Spade_Choice	DarkBlue_Choice	DarkGray_Choice	Hat_Choice	LightYellow_Choice	LightYellow_Choice	LightYellow_Choice	DarkRed_Choice	DarkBlue_Choice	DarkGreen_Choice	LightTurquiose_Choice	Diamond_Choice	Hat_Choice	Diamond_Choice	LightTurquiose_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
UpArrow	LightYellow	LightTurquiose	Bar	Rabbit	DarkGreen	Diamond	LightTurquiose	DarkGreen	Spade	Diamond	Nail	Bar	Hat	LightTurquiose	Rabbit	DarkGreen	DarkRed	LightYellow
UpArrow	LightYellow	LightTurquiose	Bar	Rabbit	DarkGreen	Diamond	LightTurquiose	DarkGreen	Spade	Diamond	Nail	Bar	Hat	LightTurquiose	Rabbit	DarkGreen	DarkRed	LightYellow
UpArrow	LightYellow	LightTurquiose	Bar	Rabbit	DarkGreen	Diamond	LightTurquiose	DarkGreen	Spade	Diamond	Nail	Bar	Hat	LightTurquiose	Rabbit	DarkGreen	DarkRed	LightYellow
UpArrow_Choice	LightYellow_Choice	LightTurquiose_Choice	Bar_Choice	Rabbit_Choice	DarkGreen_Choice	Diamond_Choice	LightTurquiose_Choice	DarkGreen_Choice	Spade_Choice	Diamond_Choice	Nail_Choice	Bar_Choice	Hat_Choice	LightTurquiose_Choice	Rabbit_Choice	DarkGreen_Choice	DarkRed_Choice	LightYellow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Hat	DarkRed	Spade	UpArrow	Rabbit	Diamond	LightTurquiose	Hat	DarkBlue	Nail	LightYellow	Hat	DarkBlue	LightPurple	DarkGray	Hat	LightYellow	Spade	UpArrow
Hat	DarkRed	Spade	UpArrow	Rabbit	Diamond	LightTurquiose	Hat	DarkBlue	Nail	LightYellow	Hat	DarkBlue	LightPurple	DarkGray	Hat	LightYellow	Spade	UpArrow
Hat	DarkRed	Spade	UpArrow	Rabbit	Diamond	LightTurquiose	Hat	DarkBlue	Nail	LightYellow	Hat	DarkBlue	LightPurple	DarkGray	Hat	LightYellow	Spade	UpArrow
Hat_Choice	DarkRed_Choice	Spade_Choice	UpArrow_Choice	Rabbit_Choice	Diamond_Choice	LightTurquiose_Choice	Hat_Choice	DarkBlue_Choice	Nail_Choice	LightYellow_Choice	Hat_Choice	DarkBlue_Choice	LightPurple_Choice	DarkGray_Choice	Hat_Choice	LightYellow_Choice	Spade_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightTurquiose	DarkGreen	Spade	LightTurquiose	Spade	Bar	Rabbit	LightPurple	Diamond	Diamond	DarkGray	Bar	Bar	Bar	LightTurquiose	DarkRed	LightPurple	Rabbit	Bar
LightTurquiose	DarkGreen	Spade	LightTurquiose	Spade	Bar	Rabbit	LightPurple	Diamond	Diamond	DarkGray	Bar	Bar	Bar	LightTurquiose	DarkRed	LightPurple	Rabbit	Bar
LightTurquiose	DarkGreen	Spade	LightTurquiose	Spade	Bar	Rabbit	LightPurple	Diamond	Diamond	DarkGray	Bar	Bar	Bar	LightTurquiose	DarkRed	LightPurple	Rabbit	Bar
LightTurquiose_Choice	DarkGreen_Choice	Spade_Choice	LightTurquiose_Choice	Spade_Choice	Bar_Choice	Rabbit_Choice	LightPurple_Choice	Diamond_Choice	Diamond_Choice	DarkGray_Choice	Bar_Choice	Bar_Choice	Bar_Choice	LightTurquiose_Choice	DarkRed_Choice	LightPurple_Choice	Rabbit_Choice	Bar_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Bar	UpArrow	Bar	DarkRed	LightYellow	Bar	DarkGray	LightYellow	DarkGreen	Hat	DarkRed	DarkGray	Bar	UpArrow	DarkGreen	DarkGray	Diamond	Spade	LightPurple
Bar	UpArrow	Bar	DarkRed	LightYellow	Bar	DarkGray	LightYellow	DarkGreen	Hat	DarkRed	DarkGray	Bar	UpArrow	DarkGreen	DarkGray	Diamond	Spade	LightPurple
Bar	UpArrow	Bar	DarkRed	LightYellow	Bar	DarkGray	LightYellow	DarkGreen	Hat	DarkRed	DarkGray	Bar	UpArrow	DarkGreen	DarkGray	Diamond	Spade	LightPurple
Bar_Choice	UpArrow_Choice	Bar_Choice	DarkRed_Choice	LightYellow_Choice	Bar_Choice	DarkGray_Choice	LightYellow_Choice	DarkGreen_Choice	Hat_Choice	DarkRed_Choice	DarkGray_Choice	Bar_Choice	UpArrow_Choice	DarkGreen_Choice	DarkGray_Choice	Diamond_Choice	Spade_Choice	LightPurple_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Diamond	UpArrow	Rabbit	Rabbit	Hat	Rabbit	LightPurple	LightPurple	UpArrow	Nail	UpArrow	UpArrow	DarkGreen	LightTurquiose	DarkRed	LightYellow	Bar	Hat	Nail
Diamond	UpArrow	Rabbit	Rabbit	Hat	Rabbit	LightPurple	LightPurple	UpArrow	Nail	UpArrow	UpArrow	DarkGreen	LightTurquiose	DarkRed	LightYellow	Bar	Hat	Nail
Diamond	UpArrow	Rabbit	Rabbit	Hat	Rabbit	LightPurple	LightPurple	UpArrow	Nail	UpArrow	UpArrow	DarkGreen	LightTurquiose	DarkRed	LightYellow	Bar	Hat	Nail
Diamond_Choice	UpArrow_Choice	Rabbit_Choice	Rabbit_Choice	Hat_Choice	Rabbit_Choice	LightPurple_Choice	LightPurple_Choice	UpArrow_Choice	Nail_Choice	UpArrow_Choice	UpArrow_Choice	DarkGreen_Choice	LightTurquiose_Choice	DarkRed_Choice	LightYellow_Choice	Bar_Choice	Hat_Choice	Nail_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkRed	DarkRed	Diamond	LightTurquiose	DarkGreen	Hat	LightPurple	DarkGreen	Bar	LightPurple	DarkGreen	Diamond	Rabbit	Nail	Bar	Bar	Hat	LightYellow	Bar
DarkRed	DarkRed	Diamond	LightTurquiose	DarkGreen	Hat	LightPurple	DarkGreen	Bar	LightPurple	DarkGreen	Diamond	Rabbit	Nail	Bar	Bar	Hat	LightYellow	Bar
DarkRed	DarkRed	Diamond	LightTurquiose	DarkGreen	Hat	LightPurple	DarkGreen	Bar	LightPurple	DarkGreen	Diamond	Rabbit	Nail	Bar	Bar	Hat	LightYellow	Bar
DarkRed_Choice	DarkRed_Choice	Diamond_Choice	LightTurquiose_Choice	DarkGreen_Choice	Hat_Choice	LightPurple_Choice	DarkGreen_Choice	Bar_Choice	LightPurple_Choice	DarkGreen_Choice	Diamond_Choice	Rabbit_Choice	Nail_Choice	Bar_Choice	Bar_Choice	Hat_Choice	LightYellow_Choice	Bar_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
