16	17	18	19	20	21	22	23	24	7	25	26	27	28	29	30	31	8	9	10	11	12	13	14	15
LightYellow	Diamond	DarkRed	DarkGreen	DarkGreen	Dodecagon	DarkGreen	Spike	Venn	LightGreen	Lock	DarkRed	DarkRed	Hourglass	LightTurquiose	LightRed	Hourglass	LightRed	LightYellow	LightRed	Hourglass	Spike	Spike	LightBlue	LightBlue
LightYellow	Diamond	DarkRed	DarkGreen	DarkGreen	Dodecagon	DarkGreen	Spike	Venn	LightGreen	Lock	DarkRed	DarkRed	Hourglass	LightTurquiose	LightRed	Hourglass	LightRed	LightYellow	LightRed	Hourglass	Spike	Spike	LightBlue	LightBlue
LightYellow_Choice	Diamond_Choice	DarkRed_Choice	DarkGreen_Choice	DarkGreen_Choice	Dodecagon_Choice	DarkGreen_Choice	Spike_Choice	Venn_Choice	LightGreen_Choice	Lock_Choice	DarkRed_Choice	DarkRed_Choice	Hourglass_Choice	LightTurquiose_Choice	LightRed_Choice	Hourglass_Choice	LightRed_Choice	LightYellow_Choice	LightRed_Choice	Hourglass_Choice	Spike_Choice	Spike_Choice	LightBlue_Choice	LightBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Diamond	DarkBlue	DarkBlue	DarkYellow	DarkYellow	LightGray	Bar	Spike	Venn	LightGreen	LightPurple	Rabbit	Venn	Lock	LightRed	Hourglass	DarkTurquiose	UpArrow	DarkYellow	LightRed	Diamond	Hourglass	Hourglass	DarkBlue	DarkBlue
Diamond	DarkBlue	DarkBlue	DarkYellow	DarkYellow	LightGray	Bar	Spike	Venn	LightGreen	LightPurple	Rabbit	Venn	Lock	LightRed	Hourglass	DarkTurquiose	UpArrow	DarkYellow	LightRed	Diamond	Hourglass	Hourglass	DarkBlue	DarkBlue
Diamond	DarkBlue	DarkBlue	DarkYellow	DarkYellow	LightGray	Bar	Spike	Venn	LightGreen	LightPurple	Rabbit	Venn	Lock	LightRed	Hourglass	DarkTurquiose	UpArrow	DarkYellow	LightRed	Diamond	Hourglass	Hourglass	DarkBlue	DarkBlue
Diamond_Choice	DarkBlue_Choice	DarkBlue_Choice	DarkYellow_Choice	DarkYellow_Choice	LightGray_Choice	Bar_Choice	Spike_Choice	Venn_Choice	LightGreen_Choice	LightPurple_Choice	Rabbit_Choice	Venn_Choice	Lock_Choice	LightRed_Choice	Hourglass_Choice	DarkTurquiose_Choice	UpArrow_Choice	DarkYellow_Choice	LightRed_Choice	Diamond_Choice	Hourglass_Choice	Hourglass_Choice	DarkBlue_Choice	DarkBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Sawblade	DarkBlue	Diamond	DarkYellow	DarkYellow	LightGray	Bar	DarkTurquiose	LightGray	Hourglass	UpArrow	LightPurple	LightGreen	LightGreen	Dodecagon	LightRed	Lock	Hourglass	Spike	Spike	Dodecagon	Spike	Spike	LightYellow	LightYellow
Sawblade	DarkBlue	Diamond	DarkYellow	DarkYellow	LightGray	Bar	DarkTurquiose	LightGray	Hourglass	UpArrow	LightPurple	LightGreen	LightGreen	Dodecagon	LightRed	Lock	Hourglass	Spike	Spike	Dodecagon	Spike	Spike	LightYellow	LightYellow
Sawblade	DarkBlue	Diamond	DarkYellow	DarkYellow	LightGray	Bar	DarkTurquiose	LightGray	Hourglass	UpArrow	LightPurple	LightGreen	LightGreen	Dodecagon	LightRed	Lock	Hourglass	Spike	Spike	Dodecagon	Spike	Spike	LightYellow	LightYellow
Sawblade_Choice	DarkBlue_Choice	Diamond_Choice	DarkYellow_Choice	DarkYellow_Choice	LightGray_Choice	Bar_Choice	DarkTurquiose_Choice	LightGray_Choice	Hourglass_Choice	UpArrow_Choice	LightPurple_Choice	LightGreen_Choice	LightGreen_Choice	Dodecagon_Choice	LightRed_Choice	Lock_Choice	Hourglass_Choice	Spike_Choice	Spike_Choice	Dodecagon_Choice	Spike_Choice	Spike_Choice	LightYellow_Choice	LightYellow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkRed	Sawblade	Diamond	DarkGreen	DarkGreen	Spike	Dodecagon	Venn	LightGreen	Hourglass	UpArrow	LightPurple	Venn	Lock	LightGreen	DarkTurquiose	Spade	Lock	Diamond	DarkTurquiose	LightYellow	LightRed	LightRed	DarkRed	DarkRed
DarkRed	Sawblade	Diamond	DarkGreen	DarkGreen	Spike	Dodecagon	Venn	LightGreen	Hourglass	UpArrow	LightPurple	Venn	Lock	LightGreen	DarkTurquiose	Spade	Lock	Diamond	DarkTurquiose	LightYellow	LightRed	LightRed	DarkRed	DarkRed
DarkRed	Sawblade	Diamond	DarkGreen	DarkGreen	Spike	Dodecagon	Venn	LightGreen	Hourglass	UpArrow	LightPurple	Venn	Lock	LightGreen	DarkTurquiose	Spade	Lock	Diamond	DarkTurquiose	LightYellow	LightRed	LightRed	DarkRed	DarkRed
DarkRed_Choice	Sawblade_Choice	Diamond_Choice	DarkGreen_Choice	DarkGreen_Choice	Spike_Choice	Dodecagon_Choice	Venn_Choice	LightGreen_Choice	Hourglass_Choice	UpArrow_Choice	LightPurple_Choice	Venn_Choice	Lock_Choice	LightGreen_Choice	DarkTurquiose_Choice	Spade_Choice	Lock_Choice	Diamond_Choice	DarkTurquiose_Choice	LightYellow_Choice	LightRed_Choice	LightRed_Choice	DarkRed_Choice	DarkRed_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Nail	DarkBlue	LightBlue	Venn	Venn	LightGray	DarkGreen	Spike	Rabbit	UpArrow	Lock	Lock	Rabbit	Lock	Hourglass	LightRed	DarkTurquiose	Lock	Hourglass	DarkYellow	Hourglass	DarkYellow	DarkYellow	LightYellow	LightYellow
Nail	DarkBlue	LightBlue	Venn	Venn	LightGray	DarkGreen	Spike	Rabbit	UpArrow	Lock	Lock	Rabbit	Lock	Hourglass	LightRed	DarkTurquiose	Lock	Hourglass	DarkYellow	Hourglass	DarkYellow	DarkYellow	LightYellow	LightYellow
Nail	DarkBlue	LightBlue	Venn	Venn	LightGray	DarkGreen	Spike	Rabbit	UpArrow	Lock	Lock	Rabbit	Lock	Hourglass	LightRed	DarkTurquiose	Lock	Hourglass	DarkYellow	Hourglass	DarkYellow	DarkYellow	LightYellow	LightYellow
Nail_Choice	DarkBlue_Choice	LightBlue_Choice	Venn_Choice	Venn_Choice	LightGray_Choice	DarkGreen_Choice	Spike_Choice	Rabbit_Choice	UpArrow_Choice	Lock_Choice	Lock_Choice	Rabbit_Choice	Lock_Choice	Hourglass_Choice	LightRed_Choice	DarkTurquiose_Choice	Lock_Choice	Hourglass_Choice	DarkYellow_Choice	Hourglass_Choice	DarkYellow_Choice	DarkYellow_Choice	LightYellow_Choice	LightYellow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Diamond	Nail	DarkRed	DarkTurquiose	DarkTurquiose	DarkTurquiose	Dodecagon	Venn	LightGreen	Spade	UpArrow	Lock	DarkRed	LightRed	Spade	Spade	Spade	Spade	LightRed	Diamond	Hourglass	LightRed	LightRed	UpArrow	UpArrow
Diamond	Nail	DarkRed	DarkTurquiose	DarkTurquiose	DarkTurquiose	Dodecagon	Venn	LightGreen	Spade	UpArrow	Lock	DarkRed	LightRed	Spade	Spade	Spade	Spade	LightRed	Diamond	Hourglass	LightRed	LightRed	UpArrow	UpArrow
Diamond	Nail	DarkRed	DarkTurquiose	DarkTurquiose	DarkTurquiose	Dodecagon	Venn	LightGreen	Spade	UpArrow	Lock	DarkRed	LightRed	Spade	Spade	Spade	Spade	LightRed	Diamond	Hourglass	LightRed	LightRed	UpArrow	UpArrow
Diamond_Choice	Nail_Choice	DarkRed_Choice	DarkTurquiose_Choice	DarkTurquiose_Choice	DarkTurquiose_Choice	Dodecagon_Choice	Venn_Choice	LightGreen_Choice	Spade_Choice	UpArrow_Choice	Lock_Choice	DarkRed_Choice	LightRed_Choice	Spade_Choice	Spade_Choice	Spade_Choice	Spade_Choice	LightRed_Choice	Diamond_Choice	Hourglass_Choice	LightRed_Choice	LightRed_Choice	UpArrow_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightYellow	Nail	Diamond	Spike	Spike	Bar	Dodecagon	Venn	LightGray	LightGreen	LightGreen	LightGreen	DarkRed	LightTurquiose	LightTurquiose	Hourglass	Lock	Spade	DarkTurquiose	LightYellow	DarkYellow	Dodecagon	Dodecagon	DarkBlue	DarkBlue
LightYellow	Nail	Diamond	Spike	Spike	Bar	Dodecagon	Venn	LightGray	LightGreen	LightGreen	LightGreen	DarkRed	LightTurquiose	LightTurquiose	Hourglass	Lock	Spade	DarkTurquiose	LightYellow	DarkYellow	Dodecagon	Dodecagon	DarkBlue	DarkBlue
LightYellow	Nail	Diamond	Spike	Spike	Bar	Dodecagon	Venn	LightGray	LightGreen	LightGreen	LightGreen	DarkRed	LightTurquiose	LightTurquiose	Hourglass	Lock	Spade	DarkTurquiose	LightYellow	DarkYellow	Dodecagon	Dodecagon	DarkBlue	DarkBlue
LightYellow_Choice	Nail_Choice	Diamond_Choice	Spike_Choice	Spike_Choice	Bar_Choice	Dodecagon_Choice	Venn_Choice	LightGray_Choice	LightGreen_Choice	LightGreen_Choice	LightGreen_Choice	DarkRed_Choice	LightTurquiose_Choice	LightTurquiose_Choice	Hourglass_Choice	Lock_Choice	Spade_Choice	DarkTurquiose_Choice	LightYellow_Choice	DarkYellow_Choice	Dodecagon_Choice	Dodecagon_Choice	DarkBlue_Choice	DarkBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Sawblade	DarkBlue	UpArrow	DarkYellow	DarkYellow	LightGray	Venn	LightGray	Lock	LightTurquiose	Lock	LightPurple	UpArrow	Lock	LightGreen	LightTurquiose	Dodecagon	UpArrow	Hourglass	LightRed	DarkTurquiose	DarkYellow	DarkYellow	DarkRed	DarkRed
Sawblade	DarkBlue	UpArrow	DarkYellow	DarkYellow	LightGray	Venn	LightGray	Lock	LightTurquiose	Lock	LightPurple	UpArrow	Lock	LightGreen	LightTurquiose	Dodecagon	UpArrow	Hourglass	LightRed	DarkTurquiose	DarkYellow	DarkYellow	DarkRed	DarkRed
Sawblade	DarkBlue	UpArrow	DarkYellow	DarkYellow	LightGray	Venn	LightGray	Lock	LightTurquiose	Lock	LightPurple	UpArrow	Lock	LightGreen	LightTurquiose	Dodecagon	UpArrow	Hourglass	LightRed	DarkTurquiose	DarkYellow	DarkYellow	DarkRed	DarkRed
Sawblade_Choice	DarkBlue_Choice	UpArrow_Choice	DarkYellow_Choice	DarkYellow_Choice	LightGray_Choice	Venn_Choice	LightGray_Choice	Lock_Choice	LightTurquiose_Choice	Lock_Choice	LightPurple_Choice	UpArrow_Choice	Lock_Choice	LightGreen_Choice	LightTurquiose_Choice	Dodecagon_Choice	UpArrow_Choice	Hourglass_Choice	LightRed_Choice	DarkTurquiose_Choice	DarkYellow_Choice	DarkYellow_Choice	DarkRed_Choice	DarkRed_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightBlue	UpArrow	LightBlue	LightGray	LightGray	DarkYellow	Dodecagon	Bar	Venn	LightRed	LightGray	Venn	LightGray	LightTurquiose	Spade	DarkTurquiose	DarkTurquiose	LightRed	LightYellow	LightYellow	LightRed	DarkYellow	DarkYellow	Sawblade	Sawblade
LightBlue	UpArrow	LightBlue	LightGray	LightGray	DarkYellow	Dodecagon	Bar	Venn	LightRed	LightGray	Venn	LightGray	LightTurquiose	Spade	DarkTurquiose	DarkTurquiose	LightRed	LightYellow	LightYellow	LightRed	DarkYellow	DarkYellow	Sawblade	Sawblade
LightBlue	UpArrow	LightBlue	LightGray	LightGray	DarkYellow	Dodecagon	Bar	Venn	LightRed	LightGray	Venn	LightGray	LightTurquiose	Spade	DarkTurquiose	DarkTurquiose	LightRed	LightYellow	LightYellow	LightRed	DarkYellow	DarkYellow	Sawblade	Sawblade
LightBlue_Choice	UpArrow_Choice	LightBlue_Choice	LightGray_Choice	LightGray_Choice	DarkYellow_Choice	Dodecagon_Choice	Bar_Choice	Venn_Choice	LightRed_Choice	LightGray_Choice	Venn_Choice	LightGray_Choice	LightTurquiose_Choice	Spade_Choice	DarkTurquiose_Choice	DarkTurquiose_Choice	LightRed_Choice	LightYellow_Choice	LightYellow_Choice	LightRed_Choice	DarkYellow_Choice	DarkYellow_Choice	Sawblade_Choice	Sawblade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Nail	LightYellow	UpArrow	Venn	Venn	Spike	DarkYellow	Spike	LightPurple	LightGreen	DarkRed	Lock	Venn	Hourglass	LightRed	DarkTurquiose	LightTurquiose	LightRed	Diamond	DarkTurquiose	Diamond	Dodecagon	Dodecagon	UpArrow	UpArrow
Nail	LightYellow	UpArrow	Venn	Venn	Spike	DarkYellow	Spike	LightPurple	LightGreen	DarkRed	Lock	Venn	Hourglass	LightRed	DarkTurquiose	LightTurquiose	LightRed	Diamond	DarkTurquiose	Diamond	Dodecagon	Dodecagon	UpArrow	UpArrow
Nail	LightYellow	UpArrow	Venn	Venn	Spike	DarkYellow	Spike	LightPurple	LightGreen	DarkRed	Lock	Venn	Hourglass	LightRed	DarkTurquiose	LightTurquiose	LightRed	Diamond	DarkTurquiose	Diamond	Dodecagon	Dodecagon	UpArrow	UpArrow
Nail_Choice	LightYellow_Choice	UpArrow_Choice	Venn_Choice	Venn_Choice	Spike_Choice	DarkYellow_Choice	Spike_Choice	LightPurple_Choice	LightGreen_Choice	DarkRed_Choice	Lock_Choice	Venn_Choice	Hourglass_Choice	LightRed_Choice	DarkTurquiose_Choice	LightTurquiose_Choice	LightRed_Choice	Diamond_Choice	DarkTurquiose_Choice	Diamond_Choice	Dodecagon_Choice	Dodecagon_Choice	UpArrow_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
UpArrow	LightBlue	Sawblade	DarkGreen	DarkGreen	Dodecagon	Bar	Bar	LightGray	DarkRed	LightPurple	Rabbit	DarkRed	LightGreen	LightRed	LightGreen	LightTurquiose	Hourglass	Spike	Diamond	Diamond	Spike	Spike	UpArrow	UpArrow
UpArrow	LightBlue	Sawblade	DarkGreen	DarkGreen	Dodecagon	Bar	Bar	LightGray	DarkRed	LightPurple	Rabbit	DarkRed	LightGreen	LightRed	LightGreen	LightTurquiose	Hourglass	Spike	Diamond	Diamond	Spike	Spike	UpArrow	UpArrow
UpArrow	LightBlue	Sawblade	DarkGreen	DarkGreen	Dodecagon	Bar	Bar	LightGray	DarkRed	LightPurple	Rabbit	DarkRed	LightGreen	LightRed	LightGreen	LightTurquiose	Hourglass	Spike	Diamond	Diamond	Spike	Spike	UpArrow	UpArrow
UpArrow_Choice	LightBlue_Choice	Sawblade_Choice	DarkGreen_Choice	DarkGreen_Choice	Dodecagon_Choice	Bar_Choice	Bar_Choice	LightGray_Choice	DarkRed_Choice	LightPurple_Choice	Rabbit_Choice	DarkRed_Choice	LightGreen_Choice	LightRed_Choice	LightGreen_Choice	LightTurquiose_Choice	Hourglass_Choice	Spike_Choice	Diamond_Choice	Diamond_Choice	Spike_Choice	Spike_Choice	UpArrow_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Nail	Sawblade	Sawblade	LightGray	LightGray	Bar	Venn	DarkGreen	LightPurple	Lock	Rabbit	LightGray	LightGray	LightTurquiose	Lock	LightGreen	Dodecagon	LightTurquiose	Spike	DarkYellow	DarkTurquiose	Dodecagon	Dodecagon	Diamond	Diamond
Nail	Sawblade	Sawblade	LightGray	LightGray	Bar	Venn	DarkGreen	LightPurple	Lock	Rabbit	LightGray	LightGray	LightTurquiose	Lock	LightGreen	Dodecagon	LightTurquiose	Spike	DarkYellow	DarkTurquiose	Dodecagon	Dodecagon	Diamond	Diamond
Nail	Sawblade	Sawblade	LightGray	LightGray	Bar	Venn	DarkGreen	LightPurple	Lock	Rabbit	LightGray	LightGray	LightTurquiose	Lock	LightGreen	Dodecagon	LightTurquiose	Spike	DarkYellow	DarkTurquiose	Dodecagon	Dodecagon	Diamond	Diamond
Nail_Choice	Sawblade_Choice	Sawblade_Choice	LightGray_Choice	LightGray_Choice	Bar_Choice	Venn_Choice	DarkGreen_Choice	LightPurple_Choice	Lock_Choice	Rabbit_Choice	LightGray_Choice	LightGray_Choice	LightTurquiose_Choice	Lock_Choice	LightGreen_Choice	Dodecagon_Choice	LightTurquiose_Choice	Spike_Choice	DarkYellow_Choice	DarkTurquiose_Choice	Dodecagon_Choice	Dodecagon_Choice	Diamond_Choice	Diamond_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightYellow	Diamond	LightYellow	Dodecagon	Dodecagon	DarkYellow	DarkYellow	DarkTurquiose	LightGreen	UpArrow	Venn	UpArrow	LightGray	Spade	DarkTurquiose	DarkTurquiose	Dodecagon	UpArrow	DarkYellow	LightYellow	Dodecagon	LightRed	LightRed	Nail	Nail
LightYellow	Diamond	LightYellow	Dodecagon	Dodecagon	DarkYellow	DarkYellow	DarkTurquiose	LightGreen	UpArrow	Venn	UpArrow	LightGray	Spade	DarkTurquiose	DarkTurquiose	Dodecagon	UpArrow	DarkYellow	LightYellow	Dodecagon	LightRed	LightRed	Nail	Nail
LightYellow	Diamond	LightYellow	Dodecagon	Dodecagon	DarkYellow	DarkYellow	DarkTurquiose	LightGreen	UpArrow	Venn	UpArrow	LightGray	Spade	DarkTurquiose	DarkTurquiose	Dodecagon	UpArrow	DarkYellow	LightYellow	Dodecagon	LightRed	LightRed	Nail	Nail
LightYellow_Choice	Diamond_Choice	LightYellow_Choice	Dodecagon_Choice	Dodecagon_Choice	DarkYellow_Choice	DarkYellow_Choice	DarkTurquiose_Choice	LightGreen_Choice	UpArrow_Choice	Venn_Choice	UpArrow_Choice	LightGray_Choice	Spade_Choice	DarkTurquiose_Choice	DarkTurquiose_Choice	Dodecagon_Choice	UpArrow_Choice	DarkYellow_Choice	LightYellow_Choice	Dodecagon_Choice	LightRed_Choice	LightRed_Choice	Nail_Choice	Nail_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
