17	18	19	20	21	22	23	24	25	5	6	7	8	10	11	12	13	16
Rabbit	Rabbit	LightGreen	LightGreen	DarkYellow	DarkYellow	Lock	UpArrow	Spade	Lock	LightYellow	Hat	Bar	Bar	Rabbit	DarkRed	Dodecagon	Dodecagon
Rabbit	Rabbit	LightGreen	LightGreen	DarkYellow	DarkYellow	Lock	UpArrow	Spade	Lock	LightYellow	Hat	Bar	Bar	Rabbit	DarkRed	Dodecagon	Dodecagon
Rabbit_Choice	Rabbit_Choice	LightGreen_Choice	LightGreen_Choice	DarkYellow_Choice	DarkYellow_Choice	Lock_Choice	UpArrow_Choice	Spade_Choice	Lock_Choice	LightYellow_Choice	Hat_Choice	Bar_Choice	Bar_Choice	Rabbit_Choice	DarkRed_Choice	Dodecagon_Choice	Dodecagon_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightBlue	LightBlue	Rabbit	Rabbit	DarkYellow	Rabbit	DarkTurquiose	DarkRed	DarkRed	LightGreen	Lock	Hat	Diamond	Diamond	DarkRed	DarkRed	LightPurple	LightPurple
LightBlue	LightBlue	Rabbit	Rabbit	DarkYellow	Rabbit	DarkTurquiose	DarkRed	DarkRed	LightGreen	Lock	Hat	Diamond	Diamond	DarkRed	DarkRed	LightPurple	LightPurple
LightBlue	LightBlue	Rabbit	Rabbit	DarkYellow	Rabbit	DarkTurquiose	DarkRed	DarkRed	LightGreen	Lock	Hat	Diamond	Diamond	DarkRed	DarkRed	LightPurple	LightPurple
LightBlue_Choice	LightBlue_Choice	Rabbit_Choice	Rabbit_Choice	DarkYellow_Choice	Rabbit_Choice	DarkTurquiose_Choice	DarkRed_Choice	DarkRed_Choice	LightGreen_Choice	Lock_Choice	Hat_Choice	Diamond_Choice	Diamond_Choice	DarkRed_Choice	DarkRed_Choice	LightPurple_Choice	LightPurple_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightBlue	LightBlue	Rabbit	Rabbit	DarkTurquiose	DarkTurquiose	DarkTurquiose	DarkRed	LightRed	Bar	DarkGreen	LightYellow	DarkGreen	DarkGreen	UpArrow	LightBlue	UpArrow	UpArrow
LightBlue	LightBlue	Rabbit	Rabbit	DarkTurquiose	DarkTurquiose	DarkTurquiose	DarkRed	LightRed	Bar	DarkGreen	LightYellow	DarkGreen	DarkGreen	UpArrow	LightBlue	UpArrow	UpArrow
LightBlue	LightBlue	Rabbit	Rabbit	DarkTurquiose	DarkTurquiose	DarkTurquiose	DarkRed	LightRed	Bar	DarkGreen	LightYellow	DarkGreen	DarkGreen	UpArrow	LightBlue	UpArrow	UpArrow
LightBlue_Choice	LightBlue_Choice	Rabbit_Choice	Rabbit_Choice	DarkTurquiose_Choice	DarkTurquiose_Choice	DarkTurquiose_Choice	DarkRed_Choice	LightRed_Choice	Bar_Choice	DarkGreen_Choice	LightYellow_Choice	DarkGreen_Choice	DarkGreen_Choice	UpArrow_Choice	LightBlue_Choice	UpArrow_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
UpArrow	UpArrow	Lock	Lock	Rabbit	Spike	Lock	Spade	Lock	Hat	Bar	DarkGreen	Hat	Hat	Rabbit	Dodecagon	DarkTurquiose	DarkTurquiose
UpArrow	UpArrow	Lock	Lock	Rabbit	Spike	Lock	Spade	Lock	Hat	Bar	DarkGreen	Hat	Hat	Rabbit	Dodecagon	DarkTurquiose	DarkTurquiose
UpArrow	UpArrow	Lock	Lock	Rabbit	Spike	Lock	Spade	Lock	Hat	Bar	DarkGreen	Hat	Hat	Rabbit	Dodecagon	DarkTurquiose	DarkTurquiose
UpArrow_Choice	UpArrow_Choice	Lock_Choice	Lock_Choice	Rabbit_Choice	Spike_Choice	Lock_Choice	Spade_Choice	Lock_Choice	Hat_Choice	Bar_Choice	DarkGreen_Choice	Hat_Choice	Hat_Choice	Rabbit_Choice	Dodecagon_Choice	DarkTurquiose_Choice	DarkTurquiose_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
UpArrow	UpArrow	Lock	Lock	LightPurple	LightGreen	LightPurple	LightTurquiose	DarkRed	Bar	DarkGreen	DarkGreen	LightGreen	LightGreen	LightPurple	DarkTurquiose	Rabbit	Rabbit
UpArrow	UpArrow	Lock	Lock	LightPurple	LightGreen	LightPurple	LightTurquiose	DarkRed	Bar	DarkGreen	DarkGreen	LightGreen	LightGreen	LightPurple	DarkTurquiose	Rabbit	Rabbit
UpArrow	UpArrow	Lock	Lock	LightPurple	LightGreen	LightPurple	LightTurquiose	DarkRed	Bar	DarkGreen	DarkGreen	LightGreen	LightGreen	LightPurple	DarkTurquiose	Rabbit	Rabbit
UpArrow_Choice	UpArrow_Choice	Lock_Choice	Lock_Choice	LightPurple_Choice	LightGreen_Choice	LightPurple_Choice	LightTurquiose_Choice	DarkRed_Choice	Bar_Choice	DarkGreen_Choice	DarkGreen_Choice	LightGreen_Choice	LightGreen_Choice	LightPurple_Choice	DarkTurquiose_Choice	Rabbit_Choice	Rabbit_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightBlue	LightBlue	LightGreen	LightGreen	Dodecagon	LightGreen	LightPurple	Hourglass	Hourglass	LightGreen	LightYellow	Diamond	Diamond	Diamond	Rabbit	UpArrow	Dodecagon	Dodecagon
LightBlue	LightBlue	LightGreen	LightGreen	Dodecagon	LightGreen	LightPurple	Hourglass	Hourglass	LightGreen	LightYellow	Diamond	Diamond	Diamond	Rabbit	UpArrow	Dodecagon	Dodecagon
LightBlue	LightBlue	LightGreen	LightGreen	Dodecagon	LightGreen	LightPurple	Hourglass	Hourglass	LightGreen	LightYellow	Diamond	Diamond	Diamond	Rabbit	UpArrow	Dodecagon	Dodecagon
LightBlue_Choice	LightBlue_Choice	LightGreen_Choice	LightGreen_Choice	Dodecagon_Choice	LightGreen_Choice	LightPurple_Choice	Hourglass_Choice	Hourglass_Choice	LightGreen_Choice	LightYellow_Choice	Diamond_Choice	Diamond_Choice	Diamond_Choice	Rabbit_Choice	UpArrow_Choice	Dodecagon_Choice	Dodecagon_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkTurquiose	DarkTurquiose	Spike	Spike	LightPurple	Lock	Rabbit	Spade	LightRed	DarkGray	Hat	LightYellow	LightGreen	LightGreen	DarkTurquiose	Sawblade	LightBlue	LightBlue
DarkTurquiose	DarkTurquiose	Spike	Spike	LightPurple	Lock	Rabbit	Spade	LightRed	DarkGray	Hat	LightYellow	LightGreen	LightGreen	DarkTurquiose	Sawblade	LightBlue	LightBlue
DarkTurquiose	DarkTurquiose	Spike	Spike	LightPurple	Lock	Rabbit	Spade	LightRed	DarkGray	Hat	LightYellow	LightGreen	LightGreen	DarkTurquiose	Sawblade	LightBlue	LightBlue
DarkTurquiose_Choice	DarkTurquiose_Choice	Spike_Choice	Spike_Choice	LightPurple_Choice	Lock_Choice	Rabbit_Choice	Spade_Choice	LightRed_Choice	DarkGray_Choice	Hat_Choice	LightYellow_Choice	LightGreen_Choice	LightGreen_Choice	DarkTurquiose_Choice	Sawblade_Choice	LightBlue_Choice	LightBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkRed	DarkRed	LightPurple	LightPurple	DarkYellow	Dodecagon	DarkYellow	LightRed	Spade	LightGreen	Lock	DarkGray	DarkGreen	DarkGreen	Sawblade	Rabbit	LightPurple	LightPurple
DarkRed	DarkRed	LightPurple	LightPurple	DarkYellow	Dodecagon	DarkYellow	LightRed	Spade	LightGreen	Lock	DarkGray	DarkGreen	DarkGreen	Sawblade	Rabbit	LightPurple	LightPurple
DarkRed	DarkRed	LightPurple	LightPurple	DarkYellow	Dodecagon	DarkYellow	LightRed	Spade	LightGreen	Lock	DarkGray	DarkGreen	DarkGreen	Sawblade	Rabbit	LightPurple	LightPurple
DarkRed_Choice	DarkRed_Choice	LightPurple_Choice	LightPurple_Choice	DarkYellow_Choice	Dodecagon_Choice	DarkYellow_Choice	LightRed_Choice	Spade_Choice	LightGreen_Choice	Lock_Choice	DarkGray_Choice	DarkGreen_Choice	DarkGreen_Choice	Sawblade_Choice	Rabbit_Choice	LightPurple_Choice	LightPurple_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightPurple	LightPurple	DarkTurquiose	DarkTurquiose	Dodecagon	Lock	Lock	LightTurquiose	Lock	LightGreen	Hat	Lock	DarkGray	DarkGray	DarkRed	UpArrow	LightBlue	LightBlue
LightPurple	LightPurple	DarkTurquiose	DarkTurquiose	Dodecagon	Lock	Lock	LightTurquiose	Lock	LightGreen	Hat	Lock	DarkGray	DarkGray	DarkRed	UpArrow	LightBlue	LightBlue
LightPurple	LightPurple	DarkTurquiose	DarkTurquiose	Dodecagon	Lock	Lock	LightTurquiose	Lock	LightGreen	Hat	Lock	DarkGray	DarkGray	DarkRed	UpArrow	LightBlue	LightBlue
LightPurple_Choice	LightPurple_Choice	DarkTurquiose_Choice	DarkTurquiose_Choice	Dodecagon_Choice	Lock_Choice	Lock_Choice	LightTurquiose_Choice	Lock_Choice	LightGreen_Choice	Hat_Choice	Lock_Choice	DarkGray_Choice	DarkGray_Choice	DarkRed_Choice	UpArrow_Choice	LightBlue_Choice	LightBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkTurquiose	DarkTurquiose	Dodecagon	Dodecagon	Dodecagon	Rabbit	DarkYellow	DarkRed	LightGreen	LightYellow	DarkGreen	Lock	Bar	Bar	DarkTurquiose	LightPurple	DarkRed	DarkRed
DarkTurquiose	DarkTurquiose	Dodecagon	Dodecagon	Dodecagon	Rabbit	DarkYellow	DarkRed	LightGreen	LightYellow	DarkGreen	Lock	Bar	Bar	DarkTurquiose	LightPurple	DarkRed	DarkRed
DarkTurquiose	DarkTurquiose	Dodecagon	Dodecagon	Dodecagon	Rabbit	DarkYellow	DarkRed	LightGreen	LightYellow	DarkGreen	Lock	Bar	Bar	DarkTurquiose	LightPurple	DarkRed	DarkRed
DarkTurquiose_Choice	DarkTurquiose_Choice	Dodecagon_Choice	Dodecagon_Choice	Dodecagon_Choice	Rabbit_Choice	DarkYellow_Choice	DarkRed_Choice	LightGreen_Choice	LightYellow_Choice	DarkGreen_Choice	Lock_Choice	Bar_Choice	Bar_Choice	DarkTurquiose_Choice	LightPurple_Choice	DarkRed_Choice	DarkRed_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightPurple	LightPurple	DarkTurquiose	DarkTurquiose	LightGreen	LightGreen	LightGreen	LightGreen	Lock	LightYellow	Lock	Bar	Bar	Bar	DarkTurquiose	Dodecagon	Sawblade	Sawblade
LightPurple	LightPurple	DarkTurquiose	DarkTurquiose	LightGreen	LightGreen	LightGreen	LightGreen	Lock	LightYellow	Lock	Bar	Bar	Bar	DarkTurquiose	Dodecagon	Sawblade	Sawblade
LightPurple	LightPurple	DarkTurquiose	DarkTurquiose	LightGreen	LightGreen	LightGreen	LightGreen	Lock	LightYellow	Lock	Bar	Bar	Bar	DarkTurquiose	Dodecagon	Sawblade	Sawblade
LightPurple_Choice	LightPurple_Choice	DarkTurquiose_Choice	DarkTurquiose_Choice	LightGreen_Choice	LightGreen_Choice	LightGreen_Choice	LightGreen_Choice	Lock_Choice	LightYellow_Choice	Lock_Choice	Bar_Choice	Bar_Choice	Bar_Choice	DarkTurquiose_Choice	Dodecagon_Choice	Sawblade_Choice	Sawblade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightPurple	LightPurple	LightPurple	LightPurple	Dodecagon	DarkTurquiose	LightPurple	Spade	LightTurquiose	LightGreen	LightYellow	Lock	DarkGray	DarkGray	Dodecagon	Dodecagon	LightBlue	LightBlue
LightPurple	LightPurple	LightPurple	LightPurple	Dodecagon	DarkTurquiose	LightPurple	Spade	LightTurquiose	LightGreen	LightYellow	Lock	DarkGray	DarkGray	Dodecagon	Dodecagon	LightBlue	LightBlue
LightPurple	LightPurple	LightPurple	LightPurple	Dodecagon	DarkTurquiose	LightPurple	Spade	LightTurquiose	LightGreen	LightYellow	Lock	DarkGray	DarkGray	Dodecagon	Dodecagon	LightBlue	LightBlue
LightPurple_Choice	LightPurple_Choice	LightPurple_Choice	LightPurple_Choice	Dodecagon_Choice	DarkTurquiose_Choice	LightPurple_Choice	Spade_Choice	LightTurquiose_Choice	LightGreen_Choice	LightYellow_Choice	Lock_Choice	DarkGray_Choice	DarkGray_Choice	Dodecagon_Choice	Dodecagon_Choice	LightBlue_Choice	LightBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Sawblade	Sawblade	LightGreen	LightGreen	Rabbit	DarkYellow	Spike	Hourglass	LightGreen	Hat	Diamond	DarkGray	Diamond	Diamond	DarkRed	UpArrow	Sawblade	Sawblade
Sawblade	Sawblade	LightGreen	LightGreen	Rabbit	DarkYellow	Spike	Hourglass	LightGreen	Hat	Diamond	DarkGray	Diamond	Diamond	DarkRed	UpArrow	Sawblade	Sawblade
Sawblade	Sawblade	LightGreen	LightGreen	Rabbit	DarkYellow	Spike	Hourglass	LightGreen	Hat	Diamond	DarkGray	Diamond	Diamond	DarkRed	UpArrow	Sawblade	Sawblade
Sawblade_Choice	Sawblade_Choice	LightGreen_Choice	LightGreen_Choice	Rabbit_Choice	DarkYellow_Choice	Spike_Choice	Hourglass_Choice	LightGreen_Choice	Hat_Choice	Diamond_Choice	DarkGray_Choice	Diamond_Choice	Diamond_Choice	DarkRed_Choice	UpArrow_Choice	Sawblade_Choice	Sawblade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Sawblade	Sawblade	DarkYellow	DarkYellow	Spike	LightPurple	Dodecagon	DarkRed	UpArrow	DarkGray	Lock	DarkGray	DarkGray	DarkGray	Rabbit	DarkRed	UpArrow	UpArrow
Sawblade	Sawblade	DarkYellow	DarkYellow	Spike	LightPurple	Dodecagon	DarkRed	UpArrow	DarkGray	Lock	DarkGray	DarkGray	DarkGray	Rabbit	DarkRed	UpArrow	UpArrow
Sawblade	Sawblade	DarkYellow	DarkYellow	Spike	LightPurple	Dodecagon	DarkRed	UpArrow	DarkGray	Lock	DarkGray	DarkGray	DarkGray	Rabbit	DarkRed	UpArrow	UpArrow
Sawblade_Choice	Sawblade_Choice	DarkYellow_Choice	DarkYellow_Choice	Spike_Choice	LightPurple_Choice	Dodecagon_Choice	DarkRed_Choice	UpArrow_Choice	DarkGray_Choice	Lock_Choice	DarkGray_Choice	DarkGray_Choice	DarkGray_Choice	Rabbit_Choice	DarkRed_Choice	UpArrow_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkTurquiose	DarkTurquiose	Spike	Spike	Rabbit	Lock	Spike	LightTurquiose	Lock	LightYellow	Diamond	Hat	DarkGreen	DarkGreen	Sawblade	Dodecagon	Dodecagon	Dodecagon
DarkTurquiose	DarkTurquiose	Spike	Spike	Rabbit	Lock	Spike	LightTurquiose	Lock	LightYellow	Diamond	Hat	DarkGreen	DarkGreen	Sawblade	Dodecagon	Dodecagon	Dodecagon
DarkTurquiose	DarkTurquiose	Spike	Spike	Rabbit	Lock	Spike	LightTurquiose	Lock	LightYellow	Diamond	Hat	DarkGreen	DarkGreen	Sawblade	Dodecagon	Dodecagon	Dodecagon
DarkTurquiose_Choice	DarkTurquiose_Choice	Spike_Choice	Spike_Choice	Rabbit_Choice	Lock_Choice	Spike_Choice	LightTurquiose_Choice	Lock_Choice	LightYellow_Choice	Diamond_Choice	Hat_Choice	DarkGreen_Choice	DarkGreen_Choice	Sawblade_Choice	Dodecagon_Choice	Dodecagon_Choice	Dodecagon_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
