14	15	16	17	18	19	20	21	22	23	4	24	25	26	27	28	29	30	5	6	7	8	9	10	12	13
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightGreen	LightTurquiose	Lock	LightPurple	LightRed	DarkGray	LightRed	DarkRed	DarkRed	Diamond	DarkGray	Hat	LightYellow	DarkGreen	DarkGreen	DarkGreen	DarkGreen	Rabbit	Lock	DarkGray	DarkGray	Diamond	LightYellow	Nail	LightTurquiose	Lock
LightGreen	LightTurquiose	Lock	LightPurple	LightRed	DarkGray	LightRed	DarkRed	DarkRed	Diamond	DarkGray	Hat	LightYellow	DarkGreen	DarkGreen	DarkGreen	DarkGreen	Rabbit	Lock	DarkGray	DarkGray	Diamond	LightYellow	Nail	LightTurquiose	Lock
LightGreen	LightTurquiose	Lock	LightPurple	LightRed	DarkGray	LightRed	DarkRed	DarkRed	Diamond	DarkGray	Hat	LightYellow	DarkGreen	DarkGreen	DarkGreen	DarkGreen	Rabbit	Lock	DarkGray	DarkGray	Diamond	LightYellow	Nail	LightTurquiose	Lock
LightGreen_Choice	LightTurquiose_Choice	Lock_Choice	LightPurple_Choice	LightRed_Choice	DarkGray_Choice	LightRed_Choice	DarkRed_Choice	DarkRed_Choice	Diamond_Choice	DarkGray_Choice	Hat_Choice	LightYellow_Choice	DarkGreen_Choice	DarkGreen_Choice	DarkGreen_Choice	DarkGreen_Choice	Rabbit_Choice	Lock_Choice	DarkGray_Choice	DarkGray_Choice	Diamond_Choice	LightYellow_Choice	Nail_Choice	LightTurquiose_Choice	Lock_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Sawblade	LightTurquiose	Spade	Rabbit	Hat	LightRed	Hourglass	UpArrow	UpArrow	DarkGray	LightYellow	Lock	DarkGray	Venn	Venn	LightPurple	DarkBlue	LightGray	Diamond	Hat	DarkGreen	Nail	Spade	Dodecagon	LightTurquiose	LightGreen
Sawblade	LightTurquiose	Spade	Rabbit	Hat	LightRed	Hourglass	UpArrow	UpArrow	DarkGray	LightYellow	Lock	DarkGray	Venn	Venn	LightPurple	DarkBlue	LightGray	Diamond	Hat	DarkGreen	Nail	Spade	Dodecagon	LightTurquiose	LightGreen
Sawblade	LightTurquiose	Spade	Rabbit	Hat	LightRed	Hourglass	UpArrow	UpArrow	DarkGray	LightYellow	Lock	DarkGray	Venn	Venn	LightPurple	DarkBlue	LightGray	Diamond	Hat	DarkGreen	Nail	Spade	Dodecagon	LightTurquiose	LightGreen
Sawblade_Choice	LightTurquiose_Choice	Spade_Choice	Rabbit_Choice	Hat_Choice	LightRed_Choice	Hourglass_Choice	UpArrow_Choice	UpArrow_Choice	DarkGray_Choice	LightYellow_Choice	Lock_Choice	DarkGray_Choice	Venn_Choice	Venn_Choice	LightPurple_Choice	DarkBlue_Choice	LightGray_Choice	Diamond_Choice	Hat_Choice	DarkGreen_Choice	Nail_Choice	Spade_Choice	Dodecagon_Choice	LightTurquiose_Choice	LightGreen_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
