14	15	16	20	21	22	23	24	25	26	5	27	28	29	30	31	32	6	7	8	9	10	11	12	13
Rabbit	LightGreen	Sawblade	LightGray	DarkRed	Spike	Hourglass	Hourglass	Hourglass	Spike	DarkGray	LightYellow	Spade	Spade	LightTurquiose	Nail	LightGreen	DarkGray	Lock	DarkGray	DarkGray	DarkGray	Bar	LightPurple	Rabbit
Rabbit_Choice	LightGreen_Choice	Sawblade_Choice	LightGray_Choice	DarkRed_Choice	Spike_Choice	Hourglass_Choice	Hourglass_Choice	Hourglass_Choice	Spike_Choice	DarkGray_Choice	LightYellow_Choice	Spade_Choice	Spade_Choice	LightTurquiose_Choice	Nail_Choice	LightGreen_Choice	DarkGray_Choice	Lock_Choice	DarkGray_Choice	DarkGray_Choice	DarkGray_Choice	Bar_Choice	LightPurple_Choice	Rabbit_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightPurple	DarkRed	Sawblade	UpArrow	LightGray	Puzzle	DarkPurple	Hourglass	Hourglass	DarkYellow	LightYellow	Diamond	LightYellow	LightYellow	DarkBlue	Nail	Sawblade	LightYellow	Diamond	Hat	DarkGreen	DarkGreen	Bar	Bar	Bar
LightPurple	DarkRed	Sawblade	UpArrow	LightGray	Puzzle	DarkPurple	Hourglass	Hourglass	DarkYellow	LightYellow	Diamond	LightYellow	LightYellow	DarkBlue	Nail	Sawblade	LightYellow	Diamond	Hat	DarkGreen	DarkGreen	Bar	Bar	Bar
LightPurple	DarkRed	Sawblade	UpArrow	LightGray	Puzzle	DarkPurple	Hourglass	Hourglass	DarkYellow	LightYellow	Diamond	LightYellow	LightYellow	DarkBlue	Nail	Sawblade	LightYellow	Diamond	Hat	DarkGreen	DarkGreen	Bar	Bar	Bar
LightPurple_Choice	DarkRed_Choice	Sawblade_Choice	UpArrow_Choice	LightGray_Choice	Puzzle_Choice	DarkPurple_Choice	Hourglass_Choice	Hourglass_Choice	DarkYellow_Choice	LightYellow_Choice	Diamond_Choice	LightYellow_Choice	LightYellow_Choice	DarkBlue_Choice	Nail_Choice	Sawblade_Choice	LightYellow_Choice	Diamond_Choice	Hat_Choice	DarkGreen_Choice	DarkGreen_Choice	Bar_Choice	Bar_Choice	Bar_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
